Probe Set ID,Gene Symbol G,Entrez Gene,IDENTIFIER
221794_at,DOCK6,57572,DOCK6
221795_at,NTRK2,4915,NTRK2
221796_at,NTRK2,4915,NTRK2
221797_at,OXLD1,339229,OXLD1
221798_x_at,OTTHUMG00000008588 /// RP5-882O7.1,---,221798_x_at
221799_at,CHPF2,54480,CHPF2
221800_s_at,C17orf70,80233,FAAP100
221801_x_at,NEFL,4747,NEFL
221802_s_at,KIAA1598,57698,SHTN1
221803_s_at,NRBF2,29982,NRBF2
221804_s_at,FAM45A /// FAM45B,55855 /// 404636,FAM45A
221805_at,NEFL,4747,NEFL
221806_s_at,SETD5,55209,SETD5
221807_s_at,TRABD,80305,TRABD
221808_at,RAB9A,9367,RAB9A
221809_at,RANBP10,57610,RANBP10
221810_at,RAB15,376267,RAB15
221811_at,PGAP3,93210,PGAP3
221812_at,FBXO42,54455,FBXO42
221813_at,FBXO42,54455,FBXO42
221814_at,GPR124,25960,ADGRA2
221815_at,ABHD2,11057,ABHD2
221816_s_at,PHF11,51131,PHF11
221817_at,DOLPP1,57171,DOLPP1
221818_at,INTS5,80789,INTS5
221819_at,RAB35,11021,RAB35
221820_s_at,KAT8,84148,KAT8
221821_s_at,KANSL2,54934,KANSL2
221822_at,CCDC101,112869,SGF29
221823_at,C5orf30,90355,C5orf30
221824_s_at,/MARCH8,220972,8-Mar
221825_at,ANGEL2,90806,ANGEL2
221826_at,ANGEL2,90806,ANGEL2
221827_at,RBCK1,10616,RBCK1
221828_s_at,MVB12B,89853,MVB12B
221829_s_at,TNPO1,3842,TNPO1
221830_at,RAP2A,5911,RAP2A
221831_at,LUZP1,7798,LUZP1
221832_s_at,LUZP1,7798,LUZP1
221833_at,LOC100507577 /// LONP2,83752 /// 100507577,LOC100507577
221834_at,LOC100507577 /// LONP2,83752 /// 100507577,LOC100507577
221835_at,DTX3,196403,DTX3
221836_s_at,TRAPPC9,83696,TRAPPC9
221837_at,KLHL22,84861,KLHL22
221838_at,KLHL22,84861,KLHL22
221839_s_at,UBAP2,55833,UBAP2
221840_at,PTPRE,5791,PTPRE
221841_s_at,KLF4,9314,KLF4
221842_s_at,LOC100506639 /// ZNF131,7690 /// 100506639,LOC100506639
221843_s_at,TLDC1,57707,TLDC1
221844_x_at,SPCS3,60559,SPCS3
221845_s_at,CLPB,81570,CLPB
221846_s_at,CASKIN2,57513,CASKIN2
221847_at,LOC100129361,100129361,SMIM10L1
221848_at,ZGPAT,84619,ZGPAT
221849_s_at,DCAF15,90379,DCAF15
221850_x_at,AGAP11 /// AGAP4 /// AGAP6 /// AGAP7 /// AGAP8 /// BMS1P5 /// LOC101060581 /// LOC399753,119016 /// 119385 /// 399753 /// 399761 /// 414189 /// 653268 /// 728404 /// 101060581,LOC101060581
221851_at,DCAF15,90379,DCAF15
221852_at,---,---,221852_at
221853_s_at,LOC101060373 /// NOMO1 /// NOMO2 /// NOMO3,23420 /// 283820 /// 408050 /// 101060373,LOC101060373
221854_at,PKP1,5317,PKP1
221855_at,SDHAF1,644096,SDHAF1
221856_s_at,FAM63A,55793,FAM63A
221857_s_at,TJAP1,93643,TJAP1
221858_at,TBC1D12,23232,TBC1D12
221859_at,SYT13,57586,SYT13
221860_at,HNRNPL,3191,AL044078
221861_at,ARRB1,408,ARRB1
221862_at,MIER2,54531,MIER2
221863_at,MIER2,54531,MIER2
221864_at,ORAI3,93129,ORAI3
221865_at,C9orf91,203197,TMEM268
221866_at,TFEB,7942,TFEB
221867_at,N4BP1,9683,N4BP1
221868_at,PAIP2B,400961,PAIP2B
221869_at,ZNF512B,57473,ZNF512B
221870_at,EHD2,30846,EHD2
221871_s_at,TFG,10342,TFG
221872_at,RARRES1,5918,RARRES1
221873_at,ZNF143,7702,ZNF143
221874_at,KIAA1324,57535,KIAA1324
221875_x_at,HLA-F,3134,HLA-F
221876_at,ZNF783,100289678,ZNF783
221877_at,IRGQ,126298,IRGQ
221878_at,C2orf68,388969,C2orf68
221879_at,CALML4,91860,CALML4
221880_s_at,FAM174B,400451,FAM174B
221881_s_at,CLIC4,25932,CLIC4
221882_s_at,TMEM8A,58986,TMEM8A
221883_at,PKNOX1,5316,PKNOX1
221884_at,MECOM,2122,MECOM
221885_at,DENND2A,27147,DENND2A
221886_at,DENND2A,27147,DENND2A
221887_s_at,DFNB31,25861,WHRN
221888_at,CC2D1A,54862,CC2D1A
221889_at,KCTD13,253980,KCTD13
221890_at,ZNF335,63925,ZNF335
221891_x_at,HSPA8 /// SNORD14C /// SNORD14D,3312 /// 85389 /// 85390,SNORD14D
221892_at,H6PD,9563,H6PD
221893_s_at,ADCK2,90956,ADCK2
221894_at,ADCK2,90956,ADCK2
221895_at,MOSPD2,158747,MOSPD2
221896_s_at,HIGD1A,25994,HIGD1A
221897_at,TRIM52,84851,TRIM52
221898_at,PDPN,10630,PDPN
221899_at,N4BP2L2,10443,N4BP2L2
221900_at,COL8A2,1296,COL8A2
221901_at,KIAA1644,85352,KIAA1644
221902_at,GPR153,387509,GPR153
221903_s_at,CYLD,1540,CYLD
221904_at,FAM131A,131408,FAM131A
221905_at,CYLD,1540,CYLD
221906_at,TXNRD3 /// TXNRD3NB,114112 /// 645840,TXNRD3NB
221907_at,TRMT61A,115708,TRMT61A
221908_at,RNFT2,84900,RNFT2
221909_at,RNFT2,84900,RNFT2
221910_at,ETV1,2115,ETV1
221911_at,ETV1,2115,ETV1
221912_s_at,CCDC28B,79140,CCDC28B
221913_at,SIRT3,23410,SIRT3
221914_at,SYN1,6853,SYN1
221915_s_at,RANBP1,5902,RANBP1
221916_at,NEFL,4747,NEFL
221917_s_at,GRSF1,2926,GRSF1
221918_at,CDK17,5128,CDK17
221919_at,HNRNPA1,3178,HNRNPA1
221920_s_at,SLC25A37,51312,SLC25A37
221921_s_at,CADM3,57863,CADM3
221922_at,GPSM2,29899,GPSM2
221923_s_at,NPM1,4869,NPM1
221924_at,ZMIZ2,83637,ZMIZ2
221925_s_at,CSPP1,79848,CSPP1
221926_s_at,IL17RC,84818,IL17RC
221927_s_at,ABHD11,83451,ABHD11
221928_at,ACACB,32,ACACB
221929_at,RBM12B-AS2 /// RBM12B-AS2,---,221929_at
221930_at,PHF7,51533,PHF7
221931_s_at,SEH1L,81929,SEH1L
221932_s_at,GLRX5,51218,GLRX5
221933_at,NLGN4X,57502,NLGN4X
221934_s_at,DALRD3,55152,DALRD3
221935_s_at,EOGT,285203,EOGT
221936_x_at,MRPL41,64975,MRPL41
221937_at,SYNRG,11276,SYNRG
221938_x_at,MED16,10025,MED16
221939_at,YIPF2,78992,YIPF2
221940_at,RPUSD2,27079,RPUSD2
221941_at,PAOX,196743,PAOX
221942_s_at,GUCY1A3,2982,GUCY1A3
221943_x_at,RPL38,6169,RPL38
221944_at,FLJ42627,645644,FLJ42627
221945_at,FBXO41,150726,LOC101927826
221946_at,C9orf116,138162,C9orf116
221947_at,---,---,IL17RC
221948_s_at,KLHL22,84861,KLHL22
221949_at,UBE2D4,51619,UBE2D4
221950_at,EMX2,2018,EMX2
221951_at,TMEM80,283232,TMEM80
221952_x_at,TRMT5,57570,TRMT5
221953_s_at,MMP24-AS1,101410538,MMP24-AS1
221954_at,OSER1,51526,OSER1
221955_at,---,---,221955_at
221956_at,LRCH4,4034,LRCH4
221957_at,PDK3,5165,PDK3
221958_s_at,WLS,79971,WLS
221959_at,FAM110B,90362,FAM110B
221960_s_at,RAB2A,5862,RAB2A
221961_at,CLCN7,1186,CLCN7
221962_s_at,UBE2H,7328,UBE2H
221963_x_at,ZNF587B,100293516,ZNF587B
221964_at,TULP3,7289,TULP3
221965_at,OTTHUMG00000168850 /// RP11-546D6.3,---,221965_at
221966_at,GPR137,56834,GPR137
221967_at,NXPH4,11247,NXPH4
221968_s_at,ZNF771,51333,ZNF771
221969_at,PAX5,5079,PAX5
221970_s_at,NOL11,25926,NOL11
221971_x_at,AGAP10 /// AGAP11 /// AGAP4 /// AGAP5 /// AGAP9 /// BMS1P4 /// BMS1P5 /// LOC101060581 /// LOC399753,119016 /// 119385 /// 399753 /// 399761 /// 642517 /// 728127 /// 729092 /// 729096 /// 101060581,LOC101060581
221972_s_at,SDF4,51150,SDF4
221973_at,LOC100506076 /// LOC100506123,100506076 /// 100506123,LOC100506123
221974_at,IPW /// LOC100506948 /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-28 /// SNRPN,3653 /// 6638 /// 91380 /// 100033444 /// 100033450 /// 100033802 /// 100033820 /// 100506948,LOC101930404
221975_s_at,AP001062.7 /// OTTHUMG00000086919,---,C21orf2
221976_s_at,HDGFRP3,50810,HDGFRP3
221977_at,TBX2,6909,TBX2
221978_at,HLA-F,3134,HLA-F
221979_at,TOPORS-AS1,100129250,TOPORS-AS1
221980_at,EMILIN2,84034,EMILIN2
221981_s_at,WDR59,79726,WDR59
221982_x_at,OTTHUMG00000057529 /// XX-FW81657B9.5,---,LAGE3
221983_at,FAM134A,79137,FAM134A
221984_s_at,FAM134A,79137,FAM134A
221985_at,KLHL24,54800,KLHL24
221986_s_at,KLHL24,54800,KLHL24
221987_s_at,TSR1,55720,TSR1
221988_at,SMIM7,79086,SMIM7
221989_at,RPL10 /// SNORA70,6134 /// 26778,SNORA70
221990_at,PAX8,7849,PAX8
221991_at,NXPH3,11248,NXPH3
221992_at,LOC101060253,101060253,NPIPB15
221993_s_at,TSR3,115939,TSR3
221994_at,PDLIM5,10611,PDLIM5
221995_s_at,---,---,MRP63
221996_s_at,CLTB,1212,CLTB
221997_s_at,MRPL52,122704,MRPL52
221998_s_at,VRK3,51231,VRK3
221999_at,VRK3,51231,VRK3
222000_at,C1orf174,339448,C1orf174
222001_x_at,LINC00623 /// LOC728875,728855 /// 728875,LINC00623
222002_at,C7orf26,79034,C7orf26
222003_s_at,DOCK6,57572,DOCK6
222004_s_at,DOCK6,57572,DOCK6
222005_s_at,GNG3,2785,GNG3
222006_at,LETM1,3954,LETM1
222007_s_at,FKBP8,23770,FKBP8
222008_at,COL9A1,1297,COL9A1
222009_at,CEMP1,752014,CEMP1
222010_at,SNORA29 /// TCP1,6950 /// 677812,SNORA29
222011_s_at,SNORA29 /// TCP1,6950 /// 677812,SNORA29
222012_at,DCAF15,90379,DCAF15
222013_x_at,FAM86A,196483,EEF2KMT
222014_x_at,MTO1,25821,MTO1
222015_at,CSNK1E,1454,CSNK1E
222016_s_at,ZSCAN31,64288,ZSCAN31
222017_x_at,LRCH4,4034,LRCH4
222018_at,NACA,4666,NACA
222019_at,PFDN6,10471,MIR6834
222020_s_at,LOC100653217 /// NTM,50863 /// 100653217,LOC102725271
222021_x_at,SDHAP1 /// SDHAP2,255812 /// 727956,SDHAP2
222022_at,DTX3,196403,DTX3
222023_at,AKAP13,11214,AKAP13
222024_s_at,AKAP13,11214,AKAP13
222025_s_at,OPLAH,26873,OPLAH
222026_at,RBM3,5935,RBM3
222027_at,NUCKS1,64710,NUCKS1
222028_at,ZNF45,7596,ZNF45
222029_x_at,PFDN6,10471,MIR6834
222030_at,SIVA1,10572,SIVA1
222031_at,LOC100506453 /// LOC389906 /// LOC441528,389906 /// 441528 /// 100506453,LOC389906
222032_s_at,USP7,7874,USP7
222033_s_at,FLT1,2321,FLT1
222034_at,GNB2L1 /// SNORD95 /// SNORD96A,10399 /// 619570 /// 619571,SNORD96A
222035_s_at,PAPOLA,10914,PAPOLA
222036_s_at,MCM4,4173,MCM4
222037_at,MCM4,4173,MCM4
222038_s_at,UTP18,51096,UTP18
222039_at,KIF18B,146909,KIF18B
222040_at,HNRNPA1,3178,HNRNPA1
222041_at,DPH1 /// OVCA2,1801 /// 124641,OVCA2
222042_x_at,MEX3D,399664,MEX3D
222043_at,CLU,1191,CLU
222044_at,PCIF1,63935,PCIF1
222045_s_at,PCIF1,63935,PCIF1
222046_at,SRRT,51593,SRRT
222047_s_at,SRRT,51593,SRRT
222048_at,CRYBB2P1,1416,CRYBB2P1
222049_s_at,RBP4,5950,RBP4
222050_at,---,---,222050_at
222051_s_at,OTTHUMG00000164786 /// RP11-219B4.3,---,E2F5
222052_at,C19orf54,284325,C19orf54
222053_at,TAF6L,10629,TAF6L
222054_at,PPIEL,728448,PPIEL
222055_at,FAHD2A /// FAHD2B /// FAHD2CP,51011 /// 151313 /// 729234,FAHD2CP
222056_s_at,FAHD2A,51011,FAHD2A
222057_at,NOL12,79159,NOL12
222058_at,RNF130,55819,RNF130
222059_at,ZNF335,63925,ZNF335
222060_at,KRT8P12,90133,KRT8P12
222061_at,CD58,965,CD58
222062_at,---,---,IL27RA
222063_s_at,CDS1,1040,CDS1
222064_s_at,AARSD1 /// PTGES3L /// PTGES3L-AARSD1,80755 /// 100885848 /// 100885850,PTGES3L-AARSD1
222065_s_at,FLII,2314,FLII
222066_at,EPB41L1,2036,EPB41L1
222067_x_at,HIST1H2BD,3017,HIST1H2BD
222068_s_at,DNAAF1,123872,DNAAF1
222069_s_at,---,---,RIN3
222070_at,DND1,373863,DND1
222071_s_at,SLCO4C1,353189,SLCO4C1
222072_at,ADD3-AS1,100505933,ADD3-AS1
222073_at,COL4A3,1285,COL4A3
222074_at,UROD,7389,UROD
222075_s_at,OAZ3,51686,OAZ3
222076_at,HBEGF,1839,HBEGF
222077_s_at,RACGAP1,29127,RACGAP1
222078_at,PKLR,5313,PKLR
222079_at,ERG,2078,ERG
222080_s_at,OTTHUMG00000175899 /// RP1-223E5.4,---,SIRT5
222081_at,OTTHUMG00000175899 /// RP1-223E5.4,---,SIRT5
222082_at,ZBTB7A,51341,ZBTB7A
222083_at,GLYAT,10249,GLYAT
222084_s_at,SBF1,6305,SBF1
222085_at,FAM174B,400451,FAM174B
222086_s_at,WNT6,7475,WNT6
222087_at,MIR1204 /// PVT1,5820 /// 100302185,MIR1204
222088_s_at,SLC2A14 /// SLC2A3,6515 /// 144195,SLC2A14
222089_s_at,C16orf71,146562,C16orf71
222090_at,NDUFB2-AS1,100134713,NDUFB2-AS1
222091_at,HPCAL4,51440,HPCAL4
222092_at,PTPN21,11099,PTPN21
222093_s_at,INO80B,83444,INO80B
222094_at,LOC101060714 /// LOC101060729 /// SLX1A /// SLX1A-SULT1A3 /// SLX1B /// SULT1A3 /// SULT1A4,6818 /// 79008 /// 445329 /// 548593 /// 100526830 /// 101060714 /// 101060729,SLX1A-SULT1A3
222095_s_at,FAM163A,148753,FAM163A
222096_x_at,LOC101060414,101060414,LOC101060414
222097_at,---,---,222097_at
222098_s_at,---,---,222098_s_at
222099_s_at,LSM14A,26065,LSM14A
222100_at,CYP2E1,1571,CYP2E1
222101_s_at,DCHS1,8642,DCHS1
222102_at,GSTA3,2940,GSTA3
222103_at,ATF1,466,ATF1
222104_x_at,GTF2H3,2967,GTF2H3
222105_s_at,NKIRAS2,28511,NKIRAS2
222106_at,PRND,23627,PRND
222107_x_at,LZTS1,11178,LZTS1
222108_at,AMIGO2,347902,AMIGO2
222109_at,GNL3L,54552,GNL3L
222110_at,SENP5,205564,SENP5
222111_at,FAM63B,54629,FAM63B
222112_at,EPS15L1,58513,EPS15L1
222113_s_at,EPS15L1,58513,EPS15L1
222114_x_at,WDR55,54853,WDR55
222115_x_at,GLYR1,84656,GLYR1
222116_s_at,TBC1D16,125058,TBC1D16
222117_s_at,ADCK2,90956,ADCK2
222118_at,CENPN,55839,CENPN
222119_s_at,FBXO11,80204,FBXO11
222120_at,ZNF764,92595,ZNF764
222121_at,ARHGEF26,26084,ARHGEF26
222122_s_at,THOC2,57187,THOC2
222123_s_at,HIF3A,64344,HIF3A
222124_at,HIF3A,64344,HIF3A
222125_s_at,P4HTM,54681,P4HTM
222126_at,AGFG2,3268,AGFG2
222127_s_at,EXOC1,55763,EXOC1
222128_at,NSUN6,221078,NSUN6
222129_at,FAM134A,79137,FAM134A
222130_s_at,FTSJ2,29960,MRM2
222131_x_at,RHOT2,89941,RHOT2
222132_s_at,AGK,55750,AGK
222133_s_at,PHF20L1,51105,PHF20L1
222134_at,DDO,8528,DDO
222135_at,ZNF814,730051,ZNF814
222136_x_at,ZNF43,7594,ZNF729
222137_at,CC2D1A,54862,CC2D1A
222138_s_at,WDR13,64743,WDR13
222139_at,ERV3-2,57612,ERV3-2
222140_s_at,GPR89A /// GPR89B /// GPR89C /// LOC101060247 /// LOC101060636,51463 /// 653519 /// 728932 /// 101060247 /// 101060636,GPR89A
222141_at,KLHL22,84861,KLHL22
222142_at,CYLD,1540,CYLD
222143_s_at,MTMR14,64419,MTMR14
222144_at,KIF17,57576,KIF17
222145_at,---,---,AK027225
222146_s_at,TCF4,6925,TCF4
222147_s_at,ACTR5,79913,ACTR5
222148_s_at,RHOT1,55288,RHOT1
222149_x_at,GOLGA8CP /// GOLGA8DP /// GOLGA8EP /// GOLGA8F /// GOLGA8G,283768 /// 390535 /// 729786 /// 100132565 /// 100132979,GOLGA8DP
222150_s_at,GSAP,54103,GSAP
222151_s_at,CEP63,80254,CEP63
222152_at,PDCD6,10016,PDCD6
222153_at,MYEF2,50804,MYEF2
222154_s_at,SPATS2L,26010,SPATS2L
222155_s_at,SLC52A2,79581,SLC52A2
222156_x_at,CCPG1 /// DYX1C1-CCPG1,9236 /// 100533483,DYX1C1-CCPG1
222157_s_at,WDR48,57599,WDR48
222158_s_at,DESI2,51029,DESI2
222159_at,---,---,AK023058
222160_at,AKAP8L,26993,AKAP8L
222161_at,NAALAD2,10003,NAALAD2
222162_s_at,ADAMTS1,9510,ADAMTS1
222163_s_at,SPATA5L1,79029,SPATA5L1
222164_at,FGFR1,2260,FGFR1
222165_x_at,C9orf16,79095,C9orf16
222166_at,C9orf16,79095,C9orf16
222167_at,---,---,AK021836
222168_at,---,---,AF198444
222169_x_at,SH2D3A,10045,SH2D3A
222170_at,---,---,ZNF213-AS1
222171_s_at,PKNOX2,63876,PKNOX2
222172_at,NPAS3,64067,NPAS3
222173_s_at,TBC1D2,55357,TBC1D2
222174_at,---,---,AU145025
222175_s_at,MED15,51586,MED15
222176_at,---,---,AK021487
222177_s_at,SCAND2P,54581,SCAND2P
222178_s_at,---,---,222178_s_at
222179_at,---,---,CDC5L
222180_at,OTTHUMG00000178354 /// RP11-769O8.3,---,AU147889
222181_at,CNOT2,4848,CNOT2
222182_s_at,CNOT2,4848,CNOT2
222183_x_at,AC005943.5 /// OTTHUMG00000180094,---,MBD3
222184_at,LINC00965,349196,LINC00965
222185_at,PKNOX2,63876,PKNOX2
222186_at,---,---,AL109684
222187_x_at,G3BP1,10146,G3BP1
222188_at,C9orf156,51531,TRMO
222189_at,---,---,AMBRA1
222190_s_at,C16orf58,64755,C16orf58
222191_s_at,B4GALT7,11285,B4GALT7
222192_s_at,C2orf43,60526,LDAH
222193_at,C2orf43,60526,LDAH
222194_at,FAM66D,100132923,FAM66D
222195_s_at,C9orf156,51531,TRMO
222196_at,LOC389906,389906,LOC389906
222197_s_at,---,---,AF131813
222198_at,OTTHUMG00000164085 /// RP11-930P14.2,---,AA447740
222199_s_at,BIN3,55909,BIN3
222200_s_at,BSDC1,55108,BSDC1
222201_s_at,CASP8AP2,9994,CASP8AP2
222202_at,---,---,AK024355
222203_s_at,NT5C1B-RDH14 /// RDH14,57665 /// 100526794,NT5C1B-RDH14
222204_s_at,RRN3,54700,RRN3
222205_x_at,FAM182B /// FAM27A /// FAM27B /// FAM27C,548321 /// 728882 /// 100132948 /// 100133121,FAM27B
222206_s_at,NCLN,56926,NCLN
222207_x_at,---,---,AK024602
222208_s_at,POLR2J4,84820,POLR2J4
222209_s_at,TMEM135,65084,TMEM135
222210_at,KIAA0195,9772,MIR6785
222211_x_at,SCAND2P,54581,SCAND2P
222212_s_at,CERS2,29956,CERS2
222213_x_at,---,---,AU147800
222214_at,CTD-2349P21.3 /// OTTHUMG00000178994,---,AK024988
222215_at,SLC38A7,55238,SLC38A7
222216_s_at,MRPL17,63875,MRPL17
222217_s_at,SLC27A3,11000,SLC27A3
222218_s_at,PILRA,29992,PILRA
222219_s_at,TLE6,79816,TLE6
222220_s_at,TSNAXIP1,55815,TSNAXIP1
222221_x_at,EHD1,10938,EHD1
222222_s_at,HOMER3,9454,HOMER3
222223_s_at,IL36RN,26525,IL36RN
222224_at,NACA2,342538,NACA2
222225_at,RPL23AP53,644128,RPL23AP53
222226_at,SAA3P,6290,SAA3P
222227_at,---,---,AK000847
222228_s_at,ALKBH4,54784,ALKBH4
222229_x_at,OTTHUMG00000021968 /// RP13-258O15.1 /// RPL26P37 /// RPL26P37,---,222229_x_at
222230_s_at,ACTR10,55860,ACTR10
222231_s_at,LRRC59,55379,LRRC59
222233_s_at,DCLRE1C,64421,DCLRE1C
222234_s_at,DBNDD1,79007,DBNDD1
222235_s_at,CSGALNACT2,55454,CSGALNACT2
222236_s_at,ASAP3,55616,ASAP3
222237_s_at,ZFP112,7771,ZNF112
222238_s_at,POLM,27434,POLM
222239_s_at,INTS6,26512,INTS6
222240_s_at,ISYNA1,51477,ISYNA1
222241_at,---,---,MVB12B
222242_s_at,KLK5,25818,KLK5
222243_s_at,TOB2,10766,TOB2
222244_s_at,TUG1,55000,TUG1
222245_s_at,FER1L4,80307,FER1L4
222246_at,---,---,AF090913
222247_at,---,---,S58722
222248_s_at,SIRT4,23409,SIRT4
222249_at,---,---,AB051438
222250_s_at,INTS7,25896,INTS7
222251_s_at,GMEB2,26205,GMEB2
222252_x_at,UBQLN4,56893,UBQLN4
222253_s_at,LOC727983 /// POM121L9P,29774 /// 727983,POM121L9P
222254_at,COX6CP2 /// COX6CP2,---,222254_at
222255_at,PRX,57716,PRX
222256_s_at,JMJD7 /// JMJD7-PLA2G4B /// PLA2G4B,8681 /// 100137047 /// 100137049,JMJD7
222257_s_at,ACE2,59272,ACE2
222258_s_at,SH3BP4,23677,SH3BP4
222259_s_at,SPO11,23626,SPO11
222260_at,CTD-3126B10.1 /// OTTHUMG00000177171,---,AK026947
222261_at,TLDC1,57707,TLDC1
222262_s_at,ETNK1,55500,ETNK1
222263_at,SLC35E1,79939,SLC35E1
222264_at,HNRNPUL2,221092,HNRNPUL2
222265_at,TNS4,84951,TNS4
222266_at,---,---,BF796940
222267_at,TMEM209,84928,TMEM209
222268_x_at,MUC5B,727897,MUC5B
222269_at,APOOL,139322,APOOL
222270_at,SMEK2,57223,PPP4R3B
222271_at,---,---,AV720803
222272_x_at,SCIN,85477,SCIN
222273_at,PAPOLG,64895,PAPOLG
222274_at,ZDHHC8P1,150244,ZDHHC8P1
222275_at,MRPS30,10884,MRPS30
222276_at,METTL2B,55798,METTL2B
222277_at,C1QTNF9B-AS1,542767,C1QTNF9B-AS1
222278_at,OTTHUMG00000177883 /// RP1-302G2.5,---,LOC101929726
222279_at,HLA-F-AS1,285830,HLA-F-AS1
222280_at,LOC100506469,100506469,TMEM147-AS1
222281_s_at,C1orf186 /// LOC100505650,440712 /// 100505650,LOC101929219
222282_at,---,---,AV761453
222283_at,ZNF480,147657,ZNF480
222284_at,---,---,AI734111
222285_at,IGHD,3495,IGHD
222286_at,SNAPC3,6619,SNAPC3
222287_at,TRDN,10345,TRDN
222288_at,---,---,222288_at
222289_at,KCNC2,3747,KCNC2
222290_at,OR2A20P /// OR2A9P,401428 /// 441295,OR2A9P
222291_at,FAM149A,25854,FAM149A
222292_at,CD40,958,CD40
222293_at,CADM4,199731,CADM4
222294_s_at,RAB27A,5873,RAB27A
222295_x_at,---,---,222295_x_at
222296_at,---,---,222296_at
222297_x_at,RPL18P10 /// RPL18P10,---,RPL18
222298_at,---,---,AA129909
222299_x_at,---,---,222299_x_at
222300_at,---,---,BF155672
222301_at,C1orf61,10485,C1orf61
222302_at,LOC100507009,100507009,BE813017
222303_at,---,---,AV700891
222304_x_at,LOC100509541 /// OR7E47P,26628 /// 100509541,OR7E47P
222305_at,HK2,3099,HK2
222306_at,---,---,AA521034
222307_at,PDCD4-AS1,282997,PDCD4-AS1
222308_x_at,---,---,AV700403
222309_at,---,---,C6orf62
222310_at,SCAF4,57466,SCAF4
222311_s_at,SCAF4,57466,SCAF4
222312_s_at,OTTHUMG00000170856 /// RP11-33E12.2,---,AW969803
222313_at,---,---,AW972359
222314_x_at,EGOT,100126791,EGOT
222315_at,LOC100996756,100996756,LOC100996756
222316_at,---,---,AW973253
222317_at,PDE3B,5140,PDE3B
222318_at,ZNF324B,388569,ZNF324B
222319_at,---,---,AW970948
222320_at,---,---,AW970584
222321_at,AGTR2,186,AGTR2
222322_at,---,---,AI791860
222323_at,CRYGEP,---,222323_at
222324_at,---,---,AI344415
222325_at,---,---,AW974812
222326_at,---,---,AW973834
222327_x_at,OR7E156P,283491,OR7E156P
222328_x_at,MEG3,55384,AI133721
222329_x_at,---,---,AW974816
222330_at,---,---,AW974995
222331_at,---,---,AV652328
222332_at,---,---,222332_at
222333_at,ALS2CL,259173,ALS2CL
222334_at,C1orf186 /// LOC100505650,440712 /// 100505650,LOC101929219
222335_at,---,---,BG025063
222336_at,SMIM14,201895,SMIM14
222337_at,---,---,AW968210
222338_x_at,OTTHUMG00000019761 /// RP11-54K16.2,---,222338_x_at
222339_x_at,---,---,222339_x_at
222340_at,---,---,AW975117
222341_x_at,---,---,AW973235
222342_at,---,---,AW979196
222343_at,BCL2L11,10018,BCL2L11
222344_at,---,---,AW972765
222345_at,---,---,EMC10
222346_at,LAMA1,284217,LAMA1
222347_at,---,---,AI050036
222348_at,MAST4,375449,MAST4
222349_x_at,RNF126P1,376412,RNF126P1
222350_at,---,---,AW969913
222351_at,PPP2R1B,5519,PPP2R1B
222352_at,FBXO31,79791,FBXO31
222353_at,LIMD1,8994,LIMD1
222354_at,F11R,50848,F11R
222355_at,---,---,H24302
222356_at,---,---,AW974910
222357_at,ZBTB20,26137,ZBTB20
222358_x_at,---,---,222358_x_at
222359_x_at,KDSR,2531,KDSR
222360_at,DPH5,51611,DPH5
222361_at,TUBBP5,643224,TUBBP5
222362_at,AGFG2,3268,AGFG2
222363_at,---,---,AW979018
222364_at,SLC44A1,23446,SLC44A1
222365_at,---,---,TBCEL
222366_at,---,---,W86781
222367_at,WHAMMP2 /// WHAMMP3,339005 /// 440253,WHAMMP2
222368_at,---,---,AW972351
222369_at,NAA40,79829,NAA40
222370_x_at,---,---,222370_x_at
222371_at,---,---,222371_at
222372_at,MAGI1,9223,MAGI1
222373_at,---,---,AV651241
222374_at,BTRC,8945,BTRC
222375_at,---,---,AW970944
222376_at,OTTHUMG00000131122 /// RP11-499E18.1,---,AV704017
222377_at,TBX10,347853,TBX10
222378_at,---,---,AW973791
222379_at,KCNE4,23704,KCNE4
222380_s_at,PDCD6,10016,PDCD6
222381_at,---,---,AI907083
222382_x_at,NUP205,23165,NUP205
222383_s_at,ALOXE3,59344,ALOXE3
222384_at,SMG7-AS1,284649,SMG7-AS1
243_g_at,MAP4,4134,MAP4
266_s_at,CD24,100133941,CD24
31637_s_at,NR1D1 /// THRA,7067 /// 9572,NR1D1
31799_at,---,---,AF070618
31807_at,DDX49,54555,DDX49
31826_at,FKBP15,23307,FKBP15
31835_at,HRG,3273,HRG
31837_at,LMF2,91289,LMF2
31845_at,ELF4,2000,ELF4
31846_at,RHOD,29984,RHOD
31861_at,IGHMBP2,3508,IGHMBP2
31874_at,GAS2L1,10634,GAS2L1
32029_at,PDPK1,5170,LOC101060747
32032_at,DGCR14 /// TSSK2,8220 /// 23617,TSSK2
32042_at,ENOX2,10495,ENOX2
32062_at,LRRC14,9684,LRRC14
32069_at,N4BP1,9683,N4BP1
32088_at,BLZF1,8548,BLZF1
32091_at,SLC25A44,9673,SLC25A44
32094_at,CHST3,9469,CHST3
32099_at,SAFB2,9667,SAFB2
320_at,PEX6,5190,PEX6
32128_at,CCL18 /// LOC101060271,6362 /// 101060271,CCL18
32137_at,JAG2,3714,JAG2
